18	18
59	77
293	370
292	662
284	946
285	1231
284	1515
294	1809
235	2044
358	2402
304	2706
292	2998
284	3282
278	3560
302	3862
308	4170
296	4466
298	4764
296	5060
286	5346
287	5633
285	5918
296	6214
313	6527
296	6823
283	7106
285	7391
279	7670
283	7953
292	8245
294	8539
298	8837
304	9141
290	9431
279	9710
288	9998
284	10282
309	10591
303	10894
297	11191
289	11480
301	11781
285	12066
284	12350
295	12645
304	12949
317	13266
296	13562
280	13842
289	14131
292	14423
287	14710
301	15011
299	15310
297	15607
292	15899
284	16183
281	16464
291	16755
303	17058
300	17358
299	17657
290	17947
280	18227
287	18514
281	18795
285	19080
308	19388
305	19693
296	19989
282	20271
283	20554
283	20837
294	21131
292	21423
306	21729
300	22029
292	22321
282	22603
278	22881
283	23164
289	23453
303	23756
297	24053
292	24345
280	24625
288	24913
284	25197
288	25485
294	25779
309	26088
299	26387
283	26670
282	26952
285	27237
299	27536
297	27833
299	28132
299	28431
296	28727
287	29014
280	29294
286	29580
293	29873
309	30182
305	30487
292	30779
286	31065
283	31348
287	31635
292	31927
297	32224
305	32529
307	32836
291	33127
276	33403
288	33691
289	33980
294	34274
301	34575
295	34870
298	35168
287	35455
281	35736
280	36016
293	36309
296	36605
311	36916
299	37215
284	37499
283	37782
289	38071
285	38356
295	38651
299	38950
302	39252
295	39547
278	39825
271	40096
286	40382
295	40677
293	40970
301	41271
296	41567
282	41849
268	42117
299	42416
281	42697
299	42996
311	43307
296	43603
289	43892
280	44172
283	44455
288	44743
287	45030
293	45323
305	45628
297	45925
279	46204
274	46478
281	46759
278	47037
297	47334
298	47632
287	47919
283	48202
284	48486
280	48766
274	49040
283	49323
295	49618
305	49923
291	50214
277	50491
280	50771
285	51056
283	51339
287	51626
295	51921
295	52216
290	52506
278	52784
279	53063
278	53341
290	53631
292	53923
296	54219
288	54507
277	54784
280	55064
279	55343
282	55625
283	55908
299	56207
295	56502
282	56784
271	57055
278	57333
282	57615
285	57900
292	58192
298	58490
298	58788
289	59077
277	59354
277	59631
288	59919
295	60214
301	60515
302	60817
288	61105
286	61391
289	61680
283	61963
284	62247
300	62547
305	62852
302	63154
284	63438
273	63711
287	63998
290	64288
293	64581
295	64876
298	65174
290	65464
286	65750
280	66030
277	66307
297	66604
188	66792
338	67130
304	67434
294	67728
279	68007
295	68302
292	68594
292	68886
305	69191
312	69503
293	69796
277	70073
284	70357
286	70643
298	70941
299	71240
299	71539
306	71845
293	72138
279	72417
286	72703
295	72998
303	73301
310	73611
300	73911
285	74196
287	74483
284	74767
219	74986
346	75332
300	75632
302	75934
299	76233
282	76515
270	76785
289	77074
292	77366
297	77663
291	77954
297	78251
288	78539
285	78824
276	79100
286	79386
303	79689
302	79991
299	80290
293	80583
285	80868
284	81152
287	81439
291	81730
300	82030
305	82335
301	82636
291	82927
282	83209
283	83492
302	83794
309	84103
304	84407
302	84709
301	85010
293	85303
277	85580
290	85870
301	86171
307	86478
302	86780
299	87079
285	87364
288	87652
289	87941
291	88232
298	88530
304	88834
301	89135
286	89421
282	89703
285	89988
298	90286
304	90590
295	90885
305	91190
291	91481
280	91761
285	92046
292	92338
295	92633
311	92944
302	93246
288	93534
290	93824
278	94102
293	94395
298	94693
303	94996
302	95298
308	95606
287	95893
278	96171
279	96450
296	96746
304	97050
298	97348
296	97644
292	97936
292	98228
280	98508
281	98789
295	99084
298	99382
197	99579
351	99930
288	100218
278	100496
285	100781
290	101071
290	101361
292	101653
288	101941
293	102234
282	102516
277	102793
281	103074
297	103371
298	103669
295	103964
297	104261
284	104545
285	104830
288	105118
289	105407
300	105707
308	106015
299	106314
286	106600
282	106882
277	107159
294	107453
297	107750
295	108045
297	108342
301	108643
283	108926
273	109199
287	109486
286	109772
304	110076
298	110374
299	110673
290	110963
281	111244
280	111524
286	111810
298	112108
297	112405
305	112710
290	113000
281	113281
281	113562
288	113850
292	114142
286	114428
288	114716
284	115000
280	115280
267	115547
268	115815
269	116084
285	116369
285	116654
285	116939
274	117213
281	117494
272	117766
278	118044
279	118323
284	118607
304	118911
304	119215
294	119509
282	119791
286	120077
299	120376
300	120676
314	120990
310	121300
304	121604
285	121889
281	122170
290	122460
290	122750
300	123050
310	123360
304	123664
272	123936
285	124221
286	124507
268	124775
285	125060
295	125355
293	125648
278	125926
277	126203
273	126476
270	126746
279	127025
288	127313
290	127603
289	127892
193	128085
338	128423
275	128698
260	128958
272	129230
289	129519
279	129798
259	130057
261	130318
250	130568
250	130818
255	131073
253	131326
258	131584
267	131851
271	132122
259	132381
248	132629
254	132883
249	133132
258	133390
272	133662
271	133933
264	134197
266	134463
274	134737
253	134990
253	135243
261	135504
276	135780
281	136061
289	136350
280	136630
269	136899
271	137170
279	137449
280	137729
279	138008
296	138304
294	138598
290	138888
276	139164
276	139440
279	139719
290	140009
293	140302
297	140599
282	140881
271	141152
271	141423
261	141684
259	141943
264	142207
272	142479
268	142747
263	143010
255	143265
250	143515
251	143766
259	144025
261	144286
271	144557
275	144832
279	145111
270	145381
266	145647
255	145902
268	146170
275	146445
292	146737
276	147013
277	147290
275	147565
267	147832
267	148099
264	148363
274	148637
279	148916
288	149204
284	149488
280	149768
262	150030
273	150303
272	150575
274	150849
273	151122
285	151407
293	151700
274	151974
263	152237
273	152510
271	152781
286	153067
295	153362
282	153644
278	153922
271	154193
277	154470
271	154741
268	155009
282	155291
297	155588
277	155865
267	156132
263	156395
253	156648
258	156906
262	157168
262	157430
265	157695
265	157960
273	158233
256	158489
241	158730
244	158974
251	159225
254	159479
259	159738
263	160001
259	160260
247	160507
248	160755
250	161005
249	161254
245	161499
265	161764
271	162035
273	162308
265	162573
262	162835
258	163093
269	163362
267	163629
270	163899
283	164182
279	164461
270	164731
260	164991
255	165246
253	165499
257	165756
276	166032
269	166301
269	166570
271	166841
270	167111
260	167371
270	167641
271	167912
279	168191
293	168484
300	168784
290	169074
275	169349
280	169629
278	169907
294	170201
294	170495
224	170719
355	171074
297	171371
281	171652
269	171921
278	172199
282	172481
295	172776
291	173067
284	173351
278	173629
278	173907
269	174176
275	174451
286	174737
286	175023
300	175323
285	175608
269	175877
268	176145
282	176427
271	176698
277	176975
273	177248
275	177523
274	177797
262	178059
257	178316
262	178578
263	178841
276	179117
271	179388
274	179662
265	179927
255	180182
261	180443
262	180705
259	180964
272	181236
287	181523
288	181811
273	182084
269	182353
271	182624
272	182896
285	183181
294	183475
303	183778
293	184071
290	184361
288	184649
284	184933
280	185213
297	185510
318	185828
309	186137
291	186428
289	186717
288	187005
286	187291
286	187577
295	187872
307	188179
302	188481
282	188763
280	189043
287	189330
294	189624
305	189929
299	190228
301	190529
291	190820
292	191112
283	191395
279	191674
303	191977
304	192281
294	192575
287	192862
284	193146
277	193423
280	193703
291	193994
287	194281
293	194574
294	194868
288	195156
270	195426
275	195701
277	195978
290	196268
292	196560
287	196847
285	197132
282	197414
271	197685
265	197950
274	198224
280	198504
287	198791
284	199075
278	199353
266	199619
275	199894
267	200161
273	200434
280	200714
279	200993
278	201271
274	201545
261	201806
261	202067
272	202339
275	202614
282	202896
286	203182
286	203468
273	203741
280	204021
278	204299
275	204574
280	204854
304	205158
301	205459
278	205737
279	206016
272	206288
279	206567
277	206844
286	207130
291	207421
303	207724
280	208004
273	208277
271	208548
274	208822
278	209100
292	209392
291	209683
290	209973
283	210256
278	210534
275	210809
276	211085
279	211364
290	211654
297	211951
277	212228
274	212502
275	212777
281	213058
268	213326
280	213606
288	213894
287	214181
284	214465
273	214738
267	215005
275	215280
283	215563
287	215850
291	216141
290	216431
279	216710
280	216990
278	217268
279	217547
277	217824
298	218122
294	218416
287	218703
269	218972
274	219246
283	219529
284	219813
285	220098
293	220391
300	220691
286	220977
275	221252
275	221527
277	221804
277	222081
294	222375
291	222666
285	222951
276	223227
280	223507
276	223783
264	224047
281	224328
293	224621
294	224915
280	225195
277	225472
271	225743
281	226024
272	226296
277	226573
290	226863
281	227144
283	227427
275	227702
273	227975
263	228238
278	228516
292	228808
286	229094
282	229376
284	229660
276	229936
278	230214
271	230485
276	230761
297	231058
299	231357
281	231638
275	231913
277	232190
269	232459
273	232732
284	233016
285	233301
287	233588
287	233875
276	234151
264	234415
269	234684
275	234959
290	235249
298	235547
281	235828
280	236108
282	236390
274	236664
263	236927
278	237205
290	237495
288	237783
287	238070
273	238343
267	238610
274	238884
273	239157
276	239433
284	239717
279	239996
270	240266
275	240541
268	240809
256	241065
253	241318
270	241588
267	241855
259	242114
259	242373
259	242632
247	242879
253	243132
256	243388
255	243643
265	243908
283	244191
270	244461
268	244729
255	244984
262	245246
269	245515
276	245791
274	246065
287	246352
295	246647
288	246935
266	247201
268	247469
273	247742
275	248017
283	248300
286	248586
292	248878
280	249158
275	249433
273	249706
282	249988
285	250273
285	250558
300	250858
302	251160
281	251441
269	251710
284	251994
291	252285
299	252584
284	252868
291	253159
297	253456
285	253741
269	254010
272	254282
303	254585
306	254891
279	255170
283	255453
285	255738
289	256027
268	256295
277	256572
288	256860
297	257157
282	257439
271	257710
256	257966
260	258226
252	258478
259	258737
268	259005
275	259280
261	259541
270	259811
265	260076
258	260334
251	260585
267	260852
280	261132
285	261417
273	261690
278	261968
273	262241
275	262516
273	262789
273	263062
288	263350
291	263641
290	263931
286	264217
282	264499
273	264772
290	265062
292	265354
297	265651
296	265947
291	266238
290	266528
287	266815
284	267099
276	267375
304	267679
299	267978
282	268260
284	268544
279	268823
279	269102
282	269384
285	269669
291	269960
297	270257
293	270550
271	270821
273	271094
276	271370
286	271656
296	271952
292	272244
289	272533
306	272839
284	273123
271	273394
281	273675
292	273967
297	274264
296	274560
292	274852
279	275131
272	275403
268	275671
278	275949
286	276235
281	276516
288	276804
298	277102
286	277388
261	277649
274	277923
288	278211
307	278518
296	278814
284	279098
284	279382
194	279576
342	279918
291	280209
302	280511
303	280814
296	281110
292	281402
280	281682
273	281955
277	282232
281	282513
288	282801
295	283096
293	283389
283	283672
272	283944
272	284216
275	284491
287	284778
295	285073
290	285363
290	285653
283	285936
274	286210
276	286486
277	286763
288	287051
302	287353
302	287655
289	287944
281	288225
281	288506
286	288792
284	289076
297	289373
294	289667
304	289971
286	290257
281	290538
275	290813
296	291109
298	291407
289	291696
294	291990
291	292281
285	292566
278	292844
279	293123
288	293411
301	293712
299	294011
285	294296
285	294581
276	294857
285	295142
279	295421
296	295717
296	296013
306	296319
292	296611
278	296889
280	297169
281	297450
288	297738
294	298032
302	298334
293	298627
293	298920
286	299206
277	299483
273	299756
295	300051
309	300360
302	300662
278	300940
270	301210
284	301494
287	301781
282	302063
284	302347
297	302644
303	302947
293	303240
263	303503
270	303773
292	304065
296	304361
278	304639
284	304923
288	305211
286	305497
212	305709
326	306035
302	306337
304	306641
302	306943
291	307234
280	307514
231	307745
317	308062
287	308349
276	308625
287	308912
304	309216
299	309515
265	309780
272	310052
280	310332
294	310626
288	310914
285	311199
289	311488
295	311783
279	312062
265	312327
278	312605
220	312825
368	313193
315	313508
300	313808
282	314090
283	314373
291	314664
288	314952
293	315245
296	315541
302	315843
293	316136
279	316415
278	316693
287	316980
286	317266
294	317560
225	317785
360	318145
293	318438
291	318729
282	319011
212	319223
363	319586
318	319904
301	320205
288	320493
293	320786
286	321072
299	321371
292	321663
305	321968
307	322275
298	322573
283	322856
282	323138
287	323425
305	323730
314	324044
296	324340
301	324641
288	324929
286	325215
280	325495
287	325782
306	326088
307	326395
303	326698
288	326986
290	327276
290	327566
292	327858
291	328149
303	328452
301	328753
303	329056
283	329339
280	329619
293	329912
304	330216
308	330524
295	330819
305	331124
287	331411
293	331704
285	331989
290	332279
309	332588
309	332897
302	333199
280	333479
289	333768
288	334056
292	334348
295	334643
300	334943
305	335248
295	335543
280	335823
277	336100
285	336385
294	336679
300	336979
302	337281
290	337571
291	337862
283	338145
287	338432
288	338720
305	339025
302	339327
307	339634
292	339926
279	340205
287	340492
288	340780
295	341075
304	341379
305	341684
290	341974
292	342266
281	342547
275	342822
293	343115
294	343409
296	343705
290	343995
284	344279
277	344556
287	344843
286	345129
286	345415
307	345722
295	346017
291	346308
288	346596
208	346804
343	347147
307	347454
305	347759
304	348063
304	348367
